text,chunk_type,section_name,start_pos,end_pos,word_count,grant_id,document_title,year,institute,is_fqhc_focused,fqhc_score,data_source,primary_condition,chunk_id,contains_methods,contains_outcomes,contains_innovation
"methods analysis of the quantitative and qualitative assessment data will yield robust information on the utility of the new strategies. If effective, use of both strategies will be continued throughout the study recruitment period. The ongoing maintenance costs will be undertaken by the parent study since the major costs involved with implementation of these aims is in the development of the strategies. The long-term goal of these efforts is to facilitate equitable recruitment and retention of participants in the parent study and to provide in-depth data on the utility of the",section,methods,2155.0,2739.0,91,3R01CA255743-02S1,MyGI Diet for Colorectal Cancer Prevention,2023,,False,0.0,phase2_nih,,3R01CA255743-02S1_chunk135,,,
"The innate immune system detects pathogen-derived molecules to prevent infections via specialized immune receptors.

The immune receptors include cell surface-resident pattern recognition receptors (PRRs), such as Toll-like receptors (TLRs) in mammals and receptor kinases (RKs) in plants, and intracellular NOD-like receptors (NLRs) in plants and mammals.

Plant PRRs detect conserved pathogen-associated molecular patterns (PAMPs), whereas NLRs recognize pathogen-specific effectors, culminating in a unified immune system.

How the signaling networks underlying PRR- and NLR-mediated immunity are interconnected remains largely unknown.

In addition, defects or over-activation of immune receptors could lead to cell death or autoimmunity.

Thus, understanding the mechanisms that enable or constrain PRR and NLR activation for maintaining immune homeostasis is particularly important.

The PI’s laboratory has developed a series of sensitive and high-throughput genetic screens to dissect the complex activation and signaling mechanisms in plant immunity, and revealed the importance of malectin-like RKs (MLRs) as a molecular module at the plasma membrane linking PRR and NLR immune receptors.

PI’s long-term goal is to elucidate the signaling networks regulating innate immune responses using Arabidopsis as a model system and expand the knowledge of how hosts fend off infections without causing autoimmune disorders.

The proposed research rooted in PI’s previous discoveries and preliminary studies will support a series of projects that address several critical knowledge gaps in two interrelated research areas.

First, the research will elucidate how the PRR- and NLR-mediated signaling pathways converge into an interconnected and balanced immune response.",aims,semantic_chunk,,,240,1R35GM149197-01,Signaling activation and constraints in maintaining immune homeostasis,2023,,False,0.0,phase2_nih,,1R35GM149197-01_chunk136,False,False,False
"Specifically, the projects will mechanistically address how a PRR-activated MAP kinase cascade regulates NLR-mediated immune homeostasis through MLRs perceiving different peptide ligands.

Second, the research will decipher the immune gene orchestration through the combinatorial action of the layered transcriptional, posttranscriptional, and posttranslational regulations at the single-cell level.

The projects will focus on how intertwined posttranslational modifications, including ADP-ribosylation, ubiquitination, and phosphorylation, regulate immune-specific gene transcription, stability, and translation.

The proposed interdisciplinary research will provide ample training opportunities for diverse undergraduate and graduate students and postdoctoral fellows.",general,semantic_chunk,,,86,1R35GM149197-01,Signaling activation and constraints in maintaining immune homeostasis,2023,,False,0.0,phase2_nih,,1R35GM149197-01_chunk137,False,False,False
"In the United States, transgender women of color (`trans women of color') experience cyclical, interlocking systems of structural and institutional oppression rooted in racism and transphobia, which fuel economic vulnerability.

Together, cycles of intersecting racism, transphobia, and economic vulnerability create conditions that give rise to extreme HIV inequities among trans women of color.

Microeconomic interventions – designed to improve financial standing by increasing income generation and access to financial resources through entrepreneurship, cash transfers, and training — have the potential to address structural factors underlying HIV risk.

Over the past few years, several trans-led organizations, including the Trans Sistas of Color Project, have integrated microeconomic strategies, specifically emergency assistance (i.e., unconditional cash grants) into their programming.

Building on our formative work in Detroit, this project seeks to adapt and examine the acceptability and feasibility of an enhanced microeconomic intervention designed to address HIV prevention and care continua outcomes.

The enhanced microeconomic intervention builds on our community partner's existing microeconomic interventions, which includes: (1) an emergency assistance; and (2) peer and legal support to obtain legal gender affirmation (i.e., legal name and gender markers on identification documents).

The existing intervention will be enhanced to include (1) weekly educational sessions on economic empowerment (i.e., job acquisition, income generation through micro-business, and financial literacy) and HIV prevention and care; (2) employment-focused mentoring; (3) weekly social media posts of job openings in Detroit; and (4) an unconditional grant ($1,200) for use towards acquiring self-led or formal employment.",methods,semantic_chunk,,,243,5R34MH130207-02,Strengthening community responses to economic vulnerability and HIV inequities,2023,,False,0.0,phase2_nih,,5R34MH130207-02_chunk138,False,True,False
"Our community advisory board composed of trans women of color will provide ongoing consultation.

The proposed research plan is directly in line with the prioritization of sexual and gender minority communities for health disparities research and the Ending the HIV Epidemic (EHE) initiative, as well as NIH priority areas for reducing HIV incidence.

Findings will provide the necessary groundwork to examine intervention efficacy and implementation processes in a future, large-scale trial.",results,semantic_chunk,,,71,5R34MH130207-02,Strengthening community responses to economic vulnerability and HIV inequities,2023,,False,0.0,phase2_nih,,5R34MH130207-02_chunk139,False,False,False
"methods, coupled with validated pain phenotyping techniques, to uncover unique mechanistic associations between CBD, sleep, and analgesia in PwMS, compared to THC monotherapy, THC/CBD combination therapy, or placebo. Persons with MS who experience chronic pain will undergo pain phenotyping with validated survey measures of nociplastic and neuropathic pain, and randomized to CBD (Epidiolex®), THC (dronabinol), THC/CBD combination, or placebo for 12 weeks. In-lab PSG and 14-day wrist-worn actigraphy will be collected at baseline and 12 weeks’ post-treatment. Changes in sleep microstructure (Aim 1; including sleep stage bout length, sleep stage transition probability, and entropy) and macrostructure (Aim 2; including sleep regularity, rhythmicity, timing and duration) will be compared between cannabinoid and placebo groups, and pain phenotype will be assessed as a predictor of CBD-related changes in sleep. Aim 3 will assess the measures of sleep microstructure and macrostructure as mediators of analgesic response to CBD. Data generated from this study will to inform CBD research, across a spectrum of neurological and other chronic conditions, that can be applied to the development of precision-medicine",section,methods,1665.0,2884.0,173,5R01AT011341-03,Mechanisms of cannabidiol in persons with MS: the role of sleep and pain phenotype,2023,,False,0.0,phase2_nih,,5R01AT011341-03_chunk140,,,
"methods for detecting GPCR activity are highly desirable for discovering alternative, nonaddictive agonists. All the existing screening platforms are based on maintaining live-cell cultures due to the lack of",section,methods,433.0,642.0,29,5F31DA056192-02,GPCR activation-based in vitro luminescent assays for high-throughput drug screening and extracted GPCR characterization,2023,,False,0.0,phase2_nih,,5F31DA056192-02_chunk141,,,
"methods for characterizing GPCR activity in-solution. Here I propose the design of the first in-solution HTS bioluminescent assay for detecting GPCR activity which will greatly streamline the process of GPCR ligand screening. The new assay features conformation specific binders, including nanobodies (Nb) and peptidomimetics, which will bind to the activated conformation of the GPCR, both in-solution and in live-cell cultures. Components of a split bioluminescent enzyme, Nanoluciferase (split NanoLuc), will be attached to the GPCR and the conformation specific binder. When the agonist-dependent interaction occurs, the NanoLuc will reconstitute and produce a quantifiable bioluminescent signal in the presence of furimazine. I have already validated the feasibility of this in-solution bioluminescent assay using beta2-adrenergic receptor (β2AR) and its conformation-specific binders, a G-protein mimic Nanobody and a novel peptidomimetic. The assay will be applied for screening MOR agonists and antagonists using its conformation-specific nanobody binders, Nb39 and Nb44. Additionally, I propose to adapt the in-solution bioluminescent assay for broader applications using G-protein peptidomimetics. The platform will be used to screen agonists and antagonists for a wide variety of GPCRs, extending the screening capabilities to include additional GPCRs implicated in drug abuse. Lastly, this assay will provide a new",section,methods,642.0,2069.0,196,5F31DA056192-02,GPCR activation-based in vitro luminescent assays for high-throughput drug screening and extracted GPCR characterization,2023,,False,0.0,phase2_nih,,5F31DA056192-02_chunk142,,,
"approach to validate the structural integrity of GPCRs isolated from membranes using nanodiscs. Overall, the screening assay proposed here could have far-reaching therapeutic impacts",section,approach,2069.0,2252.0,24,5F31DA056192-02,GPCR activation-based in vitro luminescent assays for high-throughput drug screening and extracted GPCR characterization,2023,,False,0.0,phase2_nih,,5F31DA056192-02_chunk143,,,
"results from the laboratory to the bedside, with the ultimate goal of improving therapy for patients. The proposed training program is intentionally designed to address the gap in training of young basic scientists and pre-doctoral students in key areas of translational cardiovascular research such as preclinical research design, drug discovery, device/therapy development, optimization and testing, research entrepreneurship, and regulatory compliance. The interdisciplinary and internationally recognized faculty of this program provides an outstanding training environment that includes state of the art facilities and techniques spanning genetic, molecular, cellular, systems, engineering and clinical investigation of both vascular and cardiac diseases. By capitalizing on the existing strengths of our faculty in basic, preclinical, and translational cardiovascular research, and unique academic resources at the University of Michigan, we will train students not only in state of the art biomedical research, but also in applying systems biology for preclinical testing, navigating regulatory compliance, and the process and challenges of research entrepreneurship. Therefore, this program offers students a unique comprehensive and immersive educational experience in translational research training. The added benefit is that the program will also prepare students for the diversity of scientific careers available to and often pursued by young scientists including academic research, start-up companies, biotechnology and large pharmaceutical and device companies. The Translational CVRE program will attract trainees at the PhD Candidate level from laboratories across the Frankel Cardiovascular Center faculty membership, from exceptionally strong graduate programs in the medical school wide Program in Biomedical Sciences, and the College of Engineering and School of Pharmacy. Funds are requested for 5 trainee slots per year, and students may be reappointed for a second year by competitive renewal. The key program features are 1) strong, fundamental basic research training on translationally relevant research topics under the NHLBI mission 2) training in preclinical research design and phenotypic testing 3) didactic and experiential learning on research entrepreneurship along with career path relevant skills development. By placing students at the interface between basic cardiovascular research, biomedical engineering, and cardiovascular medicine, we hope to better prepare the next generation of PhD scientists to be leaders at taking basic research discoveries and being capable of directing their path to the clinic.",section,results,411.0,3058.0,362,5T32HL125242-09,Training Program in Translational Cardiovascular Research and Entrepreneurship,2023,,False,0.0,phase2_nih,,5T32HL125242-09_chunk144,,,
"PROJECT ABSTRACT Despite the availability of effective treatments, glaucoma remains the leading cause of irreversible blindness among African American adults and the second leading cause of irreversible blindness in the United States. Non-adherence to daily prescribed eye drop medications – the treatment for 89% of glaucoma patients - is a key modifiable driver of vision loss in glaucoma. In current practice, patients are diagnosed with glaucoma and simply given a prescription, with only 1 in 8 prescribing physicians teaching patients how to use eye drops. 40% of glaucoma patients do not take their daily eye drop medication according to the prescribed schedule. 20% of glaucoma patients do not succeed in getting drops into their eyes. Glaucoma primarily affects older adults who may have aging-related sensorimotor deficits that impair successful medication instillation. Our long term goal is to develop a comprehensive system to monitor medication use, quantify whether administered drops are successfully delivered, communicate usage data to the patient’s health care team, and coach each patient on how to use their eye drop medications. Our central hypothesis is that by identifying the biomechanical and sensorimotor factors associated with eye drop instillation success – whether a drop gets in the eye – we can develop more effective, personalized intervention strategies to improve medication adherence and increase instillation success. Our overall objectives are to: 1) use motion sensors that measure the biomechanical movement of instilling eye drops, together with tests of sensorimotor abilities, to identify factors that",section,abstract,0.0,1646.0,244,5R01EB032328-02,Quantifying and Understanding Glaucoma Eye Drop Medication Instillation and Adherence,2023,,False,0.0,phase2_nih,,5R01EB032328-02_chunk145,,,
"result in successful eye drop instillation success among older adults; and 2) use input from older participants to design a comprehensive, simple, and user-friendly Eye Drop Adherence Monitoring System (EAMS). The EAMS will consist of a low-power, portable, on-bottle sensor and a cellular-linked communication base station to identify remotely when an eye drop was dispensed and record the probability of successful instillation. The EAMS will also integrate a personalized text message program tailored to individual adherence levels. Following development, we will test the EAMS to assess the agreement between EAMS classification of an eye drop use event and eye drop instillation success and an eye drop use diary and video- recorded eye drop instillation. We will assess the acceptability of the system among a sample of glaucoma patients through qualitative interviews. Impact: Our interdisciplinary team will gain and share new knowledge about the biomechanics of eye drop instillation and the impact of the sensorimotor deficits of aging on eye drop medication use. This knowledge will inform the development of a scalable Eye Drop Adherence Monitoring System (EAMS) that can be used clinically to improve the effectiveness of glaucoma care in preventing vision loss. This tool will be able to assess adherence to eye drop medications in both the clinical and research settings. A deeper understanding will inform patient-centered",section,results,1646.0,3086.0,218,5R01EB032328-02,Quantifying and Understanding Glaucoma Eye Drop Medication Instillation and Adherence,2023,,False,0.0,phase2_nih,,5R01EB032328-02_chunk146,,,
approaches to self-management support and aid in closing outcomes disparities in glaucoma – and every other condition needing eye drop medications.,section,approach,3086.0,3233.0,21,5R01EB032328-02,Quantifying and Understanding Glaucoma Eye Drop Medication Instillation and Adherence,2023,,False,0.0,phase2_nih,,5R01EB032328-02_chunk147,,,
"results suggest that the macropinocytic entry is a hitherto overlooked mode of HIV-1 entry that contributes to infection of primary human CD4+ T cells. Interestingly, our preliminary study also showed that inhibition of macropinocytosis after completion of virus internalization also blocks expression of virus-encoded genes, suggesting that macropinocytosis has another later role in productive HIV infection, which is separable from virus internalization. In the current application, we propose to determine the roles of macropinocytosis in productive infection of primary CD4+ T cells. Our long-term goal is to fully describe cellular mechanisms that promote HIV-1 infection and to use the obtained knowledge for developing antiviral strategies. Our central hypothesis in this application is that macropinocytosis in primary human CD4+ T cells contributes to productive infection as a major HIV-1 entry pathway and as a cellular function necessary for maintaining a permissive environment for the virus. To test this hypothesis, we plan to determine: 1) the extent to which macropinocytic internalization contributes to productive HIV entry into primary human CD4+ T cells; 2) the roles played by Env-receptor interactions in promoting HIV-1 macropinocytosis; 3) the influence of macropinosome environment on HIV-1 entry; and 4) the nature of post-internalization macropinocytosis function that promotes productive infection. The outcomes of the experiments outlined in this proposal will likely fill the knowledge gap in our understanding of HIV-1 entry, a fundamental aspect of the HIV-1 replication cycle, and help us develop or improve antiviral strategies that target virus entry and establishment of productive infection in CD4+ T cells.",section,results,1176.0,2922.0,252,5R01AI165381-02,Roles of Macropinocytosis in HIV-1 infection of CD4+ T Cells,2023,,False,0.0,phase2_nih,,5R01AI165381-02_chunk148,,,
"Project Summary Hydrogen sulfide (H2S) is a redox-active signaling molecule that modulates electron transport and energy metabolism, and by largely unknown mechanisms, mediates neuro- and cardioprotection, vasodilation, the hypoxic response, protein translation, epigenetics, aging, and both patho- and physiological responses in colon.

As H2S is also a respiratory poison at high doses, cells actively oxidize it to produce persulfides, sulfite, thiosulfate, (collectively referred to as reactive sulfur species), and sulfate.

Oxidative modification of protein cysteine thiols to persulfides is postulated to be a primary mechanism by which H2S signals.

The potential involvement of other reactive sulfur species in signaling is however, unknown.

Studies in our laboratory have demonstrated that H2S impacts cellular redox metabolism via its dual effects on mitochondrial energetics, i.e.

increasing electron flux at low, and inhibiting it at high concentrations.

The highest exposure to exogenous H2S occurs in colon (0.2–2.4 mM) and is derived from gut resident microbiota, which synthesize sulfide.

Preliminary data in our laboratory reveal that colonic epithelial cells quantitatively oxidize exogenous H2S to thiosulfate, and that the localization and expression levels of sulfide oxidation enzymes in murine colonocytes are strongly influenced by the presence or absence of sulfate reducing bacteria in the gut.

I hypothesize that the dynamic interplay between host and microbial sulfur metabolites influences host metabolism and impacts longevity.",results,semantic_chunk,,,217,5F32GM140694-03,Sulfide metabolism at the host microbiome interface,2023,,False,0.0,phase2_nih,,5F32GM140694-03_chunk149,False,False,False
"Using Caenorhabditis elegans as a model organism, which has the full complement of orthologous genes involved in H2S biogenesis and oxidation found in humans and is readily amenable to genetic and dietary manipulation and to life-span analyses, I will test my hypothesis by addressing the following two aims.

(i) I will characterize how alterations in H2S levels and reactive sulfur species impact organismal redox and histone modifications that are linked to longevity and stress response in C.

elegans.

H2S levels and its oxidative byproducts will be modulated by exogenous H2S, RNA interference knockdowns of host sulfide oxidation enzymes, and by diet, using Escherichia coli with deletions in specific genes involved in sulfur metabolism.

I will assess how exogenous versus dietary H2S modulation affects organismal redox using the genetically encoded reduction-oxidation sensitive GRX1-roGFP2 sensor and track changes in histone methylation and acetylation status with reported links to redox, H2S availability, diet, and aging.

(ii) I will investigate how differences in exogenous H2S exposure from air versus gut microbes affects the expression and localization of host sulfide oxidation enzymes, the abundance and type of reactive sulfur species, and their effect on lifespan.

I will complement these studies with metabolomic and transcriptomic analyses to identify pathways that are impacted by H2S exposure.

The successful completion of these studies will be foundational to our understanding of the interplay of sulfur metabolism at the host-microbe interface.",aims,semantic_chunk,,,231,5F32GM140694-03,Sulfide metabolism at the host microbiome interface,2023,,False,0.0,phase2_nih,,5F32GM140694-03_chunk150,False,False,False
"Spinocerebellar Ataxia type 3 (SCA3), also known as Machado-Joseph disease, is one of at least nine diseases caused by CAG repeat expansions that encode abnormally long polyglutamine tracts in the disease proteins. Despite advances in disease understanding, much remains unknown about how the CAG expansion in the SCA3 disease gene, ATXN3, causes brain dysfunction and cell death. We recently discovered selective oligodendrocyte vulnerability across SCA3 mouse disease brain regions and identified early and robust changes that implicate oligodendrocytes in disease pathogenesis. Our long-term objective is to understand pathogenic mechanisms in SCA3 and related polyglutamine diseases so that therapies targeting the most promising molecular and cellular targets can be developed for these fatal and currently untreatable disorders. Toward that objective, the team of investigators will leverage their diverse research expertise and a wide range of model systems including primary cell cultures, mouse models, and human disease tissue. Building on recent discoveries in mouse models and human disease tissue, we will investigate nonneuronal contributions to disease pathogenesis, with an emphasis on cells of the oligodendroglial lineage. In Aim 1, we will determine how widespread oligodendrocyte dysfunction is in SCA3 disease. In Aim 2, we will generate novel conditional SCA3 mouse models to establish if the mutant protein elicits cell-autonomous oligodendrocyte dysfunction and define oligodendrocyte dysfunction contributions to disease pathogenesis. In Aim 3, we will elucidate the molecular mechanisms that underlie oligodendrocyte dysfunction in SCA3 disease. Results of these studies will help guide therapeutic development in SCA3 and related polyglutamine diseases.",results,semantic_chunk,,,248,5R01NS122751-03,Nonneuronal Mechanisms of Polyglutamine Neurodegeneration,2023,,False,0.0,phase2_nih,,5R01NS122751-03_chunk151,False,True,True
"specific aims: 1) Elucidate the impact of KMT2D signaling on the immune composition in the tumor microenvironment; 2) Define the regulation of heterogeneous cancer-associated fibroblasts by KMT2D signaling; and 3) Determine the molecular mechanisms of activin A regulation by KMT2D in pancreatic cancer. Under the first and second aims, we will use our established pancreatic cancer genetic mouse models with pancreas-specific inactivation of KMT2D to determine the impact of KMT2D signaling on the differentiation and activation of cancer- associated fibroblasts, macrophages, and T cells, and ligand-receptor interactions in the tumor microenvironment and the underlying mechanisms. Single-cell RNA sequencing technology, mass cytometry, and multiplex fluorescent immunohistochemistry will be used. For the third aim, we will characterize the interactions between KMT2D and co-factors and the mechanisms of KMT2D-mediated regulation of activin A transcription and enhancer activity using ChIP-seq, BruUV-seq, and functional luciferase reporter assays. The research proposed in this application is innovative because it focuses on a novel concept that epigenetic signaling from tumor cells remodels the tumor microenvironment and contributes to cancer progression and uses state-of-the-art animal models and",section,specific_aims,1424.0,2733.0,178,5R37CA262209-02,Defining epigenetic signaling to reshape pancreatic tumor microenvironment,2023,,False,0.0,phase2_nih,,5R37CA262209-02_chunk152,,,
"approaches. The proposed research is significant because it will shed light on the mechanism of transcriptional regulation by KMT2D in pancreatic cancer and the effect of KMT2D signaling on pancreatic tumor microenvironment, which will set the stage for future preclinical and clinical development of new tumor microenvironment-targeting treatment strategies.",section,approach,2733.0,3092.0,49,5R37CA262209-02,Defining epigenetic signaling to reshape pancreatic tumor microenvironment,2023,,False,0.0,phase2_nih,,5R37CA262209-02_chunk153,,,
"PROJECT SUMMARY Eating behaviors are robustly associated with dietary quality and weight gain.

Given the relevance of eating behaviors to health in children and adults, remarkably little is known regarding the development of these behaviors from infancy, and their continuity (or discontinuity) into childhood.

Eating behaviors can be phenotyped in infancy through rigorous measurement of behavior following exposure to different stimuli under careful experimental control, though no studies prior to R01HD084163 have phenotyped multiple eating behaviors objectively in a single longitudinal infant cohort.

Eating behavior may be modifiable between infancy and early childhood, potentially altering any associations with future dietary quality or weight gain.

Interventions that promote adaptive maternal feeding practices have been effective in reducing obesity risk.

Intervention effects might be further strengthened by tailoring to characteristics of the individual child.

Identifying interactions of carefully phenotyped child eating behavior and maternal feeding practices in an observational cohort study is an important initial step towards future tailored intervention development.

The proposed work will examine for the first time the continuity (or discontinuity) of extensively phenotyped eating behaviors in infancy, based on novel objective measures and maternal report, to age 5 years.

The work will, for the first time, test whether maternal feeding practices and infant eating behaviors interact to predict child eating behaviors at age 5 years, as well as dietary quality and BMI at age 6 years.",aims,semantic_chunk,,,228,5R01HD084163-09,"The Development of Eating Behavior in Infancy: Associations with Behavior, Diet, and Growth to Age 6 years",2023,,False,0.0,phase2_nih,,5R01HD084163-09_chunk154,False,False,True
"The ABC Baby study (R01HD084163, 7/1/15-06/30/20) and its ancillary funded studies used novel behavioral protocols to phenotype eating behavior and maternal feeding practices longitudinally at ages 2 weeks, and 2, 4, 6, 9, and 12 months in a cohort of 286 infants.

The current application proposes to follow up with 200 of these children at ages 5 and 6 years to address the following aims: Aim 1: To test the cross-lagged associations between child eating behaviors and maternal feeding practices across infancy and age 5 years.

We hypothesize that child eating behaviors in infancy predict child eating behaviors at age 5 years, maternal feeding practices in infancy predict maternal feeding practices at age 5 years, child eating behaviors in infancy predict maternal feeding practices at 5 years, and maternal feeding practices in infancy predict child eating behaviors at 5 years.

Aim 2: To test the hypothesis that eating behaviors measured in infancy have direct and indirect (through eating behaviors at age 5 years) associations with dietary quality and BMI at age 6 years.

Aim 3: To test the hypotheses that maternal feeding practices in infancy moderate associations of infant eating behaviors with eating behaviors at 5 years, and that maternal feeding practices at 5 years moderate associations of eating behaviors in infancy with dietary quality and BMI at age 6 years, and moderate associations of eating behaviors at age 5 years with dietary quality and BMI at age 6 years.",aims,semantic_chunk,,,240,5R01HD084163-09,"The Development of Eating Behavior in Infancy: Associations with Behavior, Diet, and Growth to Age 6 years",2023,,False,0.0,phase2_nih,,5R01HD084163-09_chunk155,False,False,True
"research methodology, responsible conduct of research, and career development. To learn presentation skills and principles of rigor and reproducibility, students will co- lead, with a research mentor, journal clubs and works-in-progress sessions. Additional novel aspects of the program include use of peer-to-peer mentoring and ongoing exposure to successful early career physician- scientists. At the end of the summer, students will present at a SRTP Research Symposium and the COM Research Day. After the program is completed, the program will utilize multiple strategies to facilitate continued involvement in research activities, including encouraging students to apply to the James Scholar Program, a program that provides the infrastructure to support research during the second to fourth years of medical school. In addition, the program will strive to create a sense of community among SRTP cohorts by hosting quarterly “Ideas on Tap” (research/social networking events at which students present ongoing research), and will maintain connections with trainees using the program website, newsletters, an SRTP Slack communication channel, and social media. An Executive Committee will oversee implementation of the program, recruitment/selection, program evaluation, and tracking of short- and long-term outcomes. Strengths of the program include the experienced co-Directors, committed and well-funded program mentors with broad expertise across NIDDK mission areas, an innovative structured curriculum, a robust recruitment plan to enhance diversity, strong institutional support, and a thoughtfully conceived plan to foster continued research involvement after program completion. Consequently, the proposed SRTP will provide medical students with a substantive research experience, facilitating the achievement of the long-term objective of increasing the pipeline and diversity of physicians entering the research workforce in NIDDK mission areas.",section,methods,1243.0,3202.0,268,5T35DK131960-03,Short-Term Research Training Program in NIDDK Mission Areas,2024,,False,0.0,phase2_nih,,5T35DK131960-03_chunk156,,,
"METHODS: The R61 phase (1 year) will focus on finalizing trial planning and preparation and begin early enrollment; in the R33 phase (4 years) we will conduct a 2-arm randomized clinical trial over 12 months. Adults with uncontrolled asthma (n=320) on standard controller therapy will be equally randomized and assessed at baseline (0), 3, 6 and 12 months. The control and intervention groups will be matched on the number, frequency, and format of sessions over 12 months while the length of each session is proportional to the content delivered. Control participants will receive education on lung health, asthma, and other general health topics using American Lung Association and UpToDate materials. The intervention group will receive the same health education and materials in addition to DASH behavioral counseling. Central hypothesis: Compared with the education-only control, the DASH behavioral intervention will lead to significantly more participants with a clinically significant improvement (responders) in asthma-specific quality of life (primary outcome) and significantly greater improvements in related asthma and non-asthma outcomes, which will be mechanistically linked to improved diet quality.",section,methods,1019.0,2235.0,176,5R33HL155160-04,"The ALOHA trial: Addressing Quality of Life, Clinical Outcomes, and Mechanisms in Uncontrolled Asthma Following the DASH Dietary Pattern",2024,,False,0.0,phase2_nih,,5R33HL155160-04_chunk157,,,
"SPECIFIC AIMS: First, to determine intervention efficacy on the primary outcome of clinically significant improvement in asthma-specific quality of life at 12 months and secondary outcomes (asthma control, lung function, generic qualify of life, blood pressure, mental health, sleep health). Second, to examine the intervention effects on metabolomic (circulating short-chain fatty acids: propionate, butyrate, acetate), immune response (interferon-gamma, IL-5, IL-17A, IL-10, IL-1β, IL-6, IL-8, TNFα), and physiologic (bronchodilator responsiveness) biomarkers of asthma. Third, to examine the intervention effects on self- reported and objective indices of diet quality (DASH score, dietary inflammatory index, serum carotenoids). We also will conduct exploratory analyses of causal mediation linking diet quality, biomarkers, and asthma outcomes as well as effect modification by sex and other biological variables (age of asthma onset, atopy). IMPACT: This trial has high potential to advance the clinical and mechanistic understandings of diet quality in asthma.",section,specific_aims,2235.0,3302.0,144,5R33HL155160-04,"The ALOHA trial: Addressing Quality of Life, Clinical Outcomes, and Mechanisms in Uncontrolled Asthma Following the DASH Dietary Pattern",2024,,False,0.0,phase2_nih,,5R33HL155160-04_chunk158,,,
"Project Summary Justice-involved Black men who have sex with men (BMSM) are particularly vulnerable to HIV, and oftentimes experience delayed uptake and benefit from available HIV services.

Status neutral interventions for justice- involved BMSM are pertinent and urgently needed to address the social and structural barriers to HIV services (e.g., unemployment) experienced by this population.

Our collaborative has prioritized four status neutral interventions (i.e., transitional case management [TCM], employment navigation [EN], contingency management intervention [CMI], and employer outreach and support [EOS).

Combining these interventions together will maximize their independent effectiveness and provide significant promise for improving access to HIV and employment-related services for justice-involved BMSM.

We will utilize seven prioritized bundled implementation strategies to support the adoption, implementation, and sustainability of status neutral interventions within community and criminal justice settings.

The overarching goals of the planned multi-site type 2 hybrid effectiveness-implementation study, J-RISE: Relevant Implementation Strategies to Eliminate the social and structural barriers to HIV services among Justice-involved BMSM is to simultaneously evaluate the effectiveness and implementation of two packaged status neutral interventions within justice and community settings to improve access to HIV and employment-related services.

J-RISE is led by an academic, community, and criminal justice collaborative and conducted in three Ending the HIV Epidemic (EHE) jurisdictions in Illinois and Louisiana.

Aim 1.",aims,semantic_chunk,,,213,5R01MH134262-02,J-RISE: Relevant Implementation Strategies to Eliminate the social and structural barriers to HIV services among Justice-involved Black men who have sex with men,2024,,False,0.0,phase2_nih,,5R01MH134262-02_chunk159,False,False,False
"Evaluate the effectiveness of two packaged status neutral interventions (TCM versus TCM+EN+CMI) on primary outcomes (linkages to HIV care, PrEP care, and employment-related services within 90 days) and secondary outcomes (receipt of mental health and substance use services, retention in HIV care, viral suppression, PrEP persistence, and sustained employment) among justice-involved BMSM.

Aim 2.

Evaluate the bundled implementation strategies and implementation outcomes at multiple levels using CFIR, RE-AIM, and MIPA.

Key implementation outcomes include acceptability, adoption, costs, fidelity, penetration, and sustainability.

J-RISE will generate novel information about the utility of our chosen implementation strategies as well as critical information about the effectiveness and cost of packaged status neutral interventions to optimize HIV and employment-related outcomes for justice-involved BMSM in multiple EHE jurisdictions.",results,semantic_chunk,,,122,5R01MH134262-02,J-RISE: Relevant Implementation Strategies to Eliminate the social and structural barriers to HIV services among Justice-involved Black men who have sex with men,2024,,False,0.0,phase2_nih,,5R01MH134262-02_chunk160,False,True,True
"specific aims to test this hypothesis. In aim 1, we will test our preliminary data driven hypothesis that a subset of altered miRNAs in preconditioned MSC EVs contributes to the enhanced immunomodulatory function of the inflammatory preconditioned MSC derived EVs. We will also generate engineered MSC EVs that overexpress candidate miRNA with anti-inflammatory properties to further study the mechanistic aspects by which individual EV related miRNAs control the immunomodulation functionality. In aim 2, we will create a novel dual delivery system with LZ-hydrogels and alginate beads that contain engineered EVs and rhBMP2 respectively. We will test our hypothesis that 1) EVs with anti-inflammatory properties (generated from aim 1) can be released during the inflammatory phase of healing (up to 7 days) from a self-assembling LZ- hydrogel and 2) rhBMP2 that is encapsulated in alginate beads with an extended-release profile (4-6 weeks) can provide a long term osteoinductive signal to promote/enhance bone regeneration. In aim 3, using a diabetic mouse calvarial defect model, we will test the hypothesis that engineered MSC EVs containing anti-inflammatory miRNA will suppress inflammation upon wounding while sustained released rhBMP2 promote bone healing. Overall, the",section,specific_aims,1277.0,2556.0,188,5R01DE033167-02,Dual Delivery of Engineered EVs and Growth Factor for Bone Regeneration,2024,,False,0.0,phase2_nih,,5R01DE033167-02_chunk161,,,
"results of these first studies of the combinatorial usage of engineered and MSC EVs rhBMP2 will provide a foundation for continued definition of MSC EV-mediated immunomodulation, and the regenerative properties and applicability of the dual delivery system to bone healing in T2DM. Further, these studies will also provide a framework for the use of growth factors and engineered EVs in combination for tissue engineering applications.",section,results,2556.0,2991.0,65,5R01DE033167-02,Dual Delivery of Engineered EVs and Growth Factor for Bone Regeneration,2024,,False,0.0,phase2_nih,,5R01DE033167-02_chunk162,,,
